SpecName	accGenus	accSpecies	PalmTribe	PalmSubfamily	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	FruitColorDescription	MainFruitColors	Conspicuousness
Korthalsia angustifolia	Korthalsia	angustifolia	Calameae	Calamoideae	1	0	0	0	1	1	50	5	canopy		3		0.45	0.9			0.6			small	ovoid			
Korthalsia bejaudii	Korthalsia	bejaudii	Calameae	Calamoideae	1	0	0	0	0	1	10	3	canopy		1	1		1			1			small		brown	brown	cryptic
Korthalsia brassii	Korthalsia	brassii	Calameae	Calamoideae	1	0	0	0		1			canopy												globose			
Korthalsia celebica	Korthalsia	celebica	Calameae	Calamoideae	1	0	0	0	1	1	35	1.5	canopy		1.2		0.02	1.75			1.5			small		brown	brown	cryptic
Korthalsia cheb	Korthalsia	cheb	Calameae	Calamoideae	1	0	0	0	1	1	40	3.5	canopy		3.5	2.25	0.33	1.5			1			small	ovoid	straw-colored	straw-coloured	cryptic
Korthalsia concolor	Korthalsia	concolor	Calameae	Calamoideae	1	0	0	0	1	1	50	2	canopy		2		0.45	2			1.7			small	ovoid	rich brown	brown	cryptic
Korthalsia debilis	Korthalsia	debilis	Calameae	Calamoideae	1	0	0	2	0	1	30	2	canopy		1	1	0.28	0.9			0.7			small	globose			
Korthalsia echinometra	Korthalsia	echinometra	Calameae	Calamoideae	1	0	0	0	1	1	40	3	canopy		2	1.8	0.07	2.5			1.5			small	ovoid	reddish brown	brown	cryptic
Korthalsia ferox	Korthalsia	ferox	Calameae	Calamoideae	1	0	0	0	1	1	50	4	canopy	28	2.5	2.5	0.08	2			1.05	1	1.1	small	globose	reddish brown	brown	cryptic
Korthalsia flagellaris	Korthalsia	flagellaris	Calameae	Calamoideae	1	0	0	0	0	1	40	5	canopy		3	3	0.17	1.85	1.7	2	1.05	1	1.1	small	elongate	yellowish brown	brown	cryptic
Korthalsia furcata	Korthalsia	furcata	Calameae	Calamoideae	1	0	0	0	1	1	20	1	canopy		0.65	0.65		0.8			0.6			small		brown	brown	cryptic
Korthalsia furtadoana	Korthalsia	furtadoana	Calameae	Calamoideae	1	0	0	0	1	1	20	1	canopy		1.05	1.05	0.42	2			1.2			small	globose	reddish brown	brown	cryptic
Korthalsia hispida	Korthalsia	hispida	Calameae	Calamoideae	1	0	0	0	1	1	30	1.5	canopy		1.5	1.5	0.8	2.2			1.9			small	globose	reddish brown	brown	cryptic
Korthalsia jala	Korthalsia	jala	Calameae	Calamoideae	1	0	0	0	0	1	60	4	canopy		2.75	2.75		1.75			1.4			small	ovoid	dark green	green	cryptic
Korthalsia junghuhnii	Korthalsia	junghuhnii	Calameae	Calamoideae	1	0	0	0		1			canopy		1.2										ovoid			
Korthalsia laciniosa	Korthalsia	laciniosa	Calameae	Calamoideae	1	0	0	0	0	1	75	7	canopy		3	3	0.33	2.25	2	2.5	1.5			small	globose	brown	brown	cryptic
Korthalsia lanceolata	Korthalsia	lanceolata	Calameae	Calamoideae	1	0	0	0	1	1	60	7	canopy		1.5	1.5									globose			
Korthalsia merrillii	Korthalsia	merrillii	Calameae	Calamoideae	1	0	0	0	1	1	20	1.5	canopy		1.5		0.05	1.3	0.8	1.8	1	0.6	1.4	small	globose	shiny brown	brown	cryptic
Korthalsia paucijuga	Korthalsia	paucijuga	Calameae	Calamoideae	1	0	0	0	1	1	20	1	canopy		0.75	0.75	0.12	1			1			small	ovoid	"yellow-brown; darker-tipped scales"	brown	cryptic
Korthalsia rigida	Korthalsia	rigida	Calameae	Calamoideae	1	0	0	0	1	1	75	2.5	canopy		2.34	1.8	0.59	1			1			small	globose	"greenish brown; brown"	brown	cryptic
Korthalsia robusta	Korthalsia	robusta	Calameae	Calamoideae	1	0	0	0	1	1	30	3.5	canopy		3	3	0.22	3.75	3.5	4	2.35	2.2	2.5	small	ovoid	mid brown	brown	cryptic
Korthalsia rogersii	Korthalsia	rogersii	Calameae	Calamoideae	1	0	0	0	0	1	45	1	canopy		1	1		2			1.8			small		yellowish	yellow	cryptic
Korthalsia rostrata	Korthalsia	rostrata	Calameae	Calamoideae	1	0	0	0	1	1	25	1.5	canopy		1.21	1.1	0.13	2			1.2			small	elongate	orange-brown	brown	cryptic
Korthalsia scaphigeroides	Korthalsia	scaphigeroides	Calameae	Calamoideae	1	0	0	0	1	1	5	1.8	canopy		0.5	0.5									ovoid			
Korthalsia scortechinii	Korthalsia	scortechinii	Calameae	Calamoideae	1	0	0	0	0	1	35	2.5	canopy		2.5	2.5		2			1	0.9	1.1	small	globose	brown	brown	cryptic
Korthalsia tenuissima	Korthalsia	tenuissima	Calameae	Calamoideae	1	0	0	0	1	1	60	1.1	canopy		1.4	1.4	0.33	1		1.5	0.8			small				
Korthalsia zippelii	Korthalsia	zippelii	Calameae	Calamoideae	1	0	0	0	0	1	25	4	canopy		3	3	0.29	1	0.8	1.2	0.9	0.8	1	small		pale yellow	yellow	conspicuous
Laccospadix australasicus	Laccospadix	australasicus	Areceae	Arecoideae	0	0	1	0	0	0	8	10	canopy	8	2.5	1.5		1.35	0.9	1.8	0.8	0.5	1.1	small	elongate	red	red	conspicuous
Laccosperma acutiflorum	Laccosperma	acutiflorum	Lepidocaryeae	Calamoideae	1	0	0	0	0	1	70	6	canopy		3.5	3.5	0.17	1.9	1.8	2	1.4	1.3	1.5	small		orange red	"orange; red"	conspicuous
Laccosperma korupense	Laccosperma	korupense	Lepidocaryeae	Calamoideae	1	0	0	0	0	1			canopy															
Laccosperma laeve	Laccosperma	laeve	Lepidocaryeae	Calamoideae	1	0	0	0	0	1	20	4	canopy		2.5		0.45	1.4	0.8	2	1.3	0.6	2	small	globose	bright orange to grey brown	"orange; grey; brown"	conspicuous
Laccosperma opacum	Laccosperma	opacum	Lepidocaryeae	Calamoideae	1	0	0	0	0	1	30	2	canopy	10	1.5	1.5	0.75	1.5			1.35	1.2	1.5	small	ovoid	"brown; bright red when fresh"	red	conspicuous
Laccosperma robustum	Laccosperma	robustum	Lepidocaryeae	Calamoideae	1	0	0	0	0	1	45	5	canopy		3.5	3	0.55	1.35	1.2	1.5	1	0.8	1.2	small	globose	red	red	conspicuous
Laccosperma secundiflorum	Laccosperma	secundiflorum	Lepidocaryeae	Calamoideae	1	0	0	0	0	1	50	3.5	canopy		4	4		2	1.5	1.8	0.75	1	1.2	small	ovoid	bright red turning brown with age	"red; brown"	conspicuous
Lanonia acaulis	Lanonia	acaulis	Trachycarpeae	Coryphoideae	0	2	2	1	0	1	0.4		understorey												globose			
Lanonia calciphila	Lanonia	calciphila	Trachycarpeae	Coryphoideae	0	0	1	0	0	1	2	2	understorey	17			0.84	1			1			small		bright red	red	conspicuous
Lanonia centralis	Lanonia	centralis	Trachycarpeae	Coryphoideae	0	0	1	0	0	1	5	4	understorey	13			1.27	0.7	0.6	0.8	0.7	0.6	0.8	small		whitish	white	cryptic
Lanonia dasyantha	Lanonia	dasyantha	Trachycarpeae	Coryphoideae	0	0	1	2	0	1	1.5	6	understorey	15			2	1.125	0.75	1.5	0.9	0.7	1.1	small		red	red	conspicuous
Lanonia gracilis	Lanonia	gracilis	Trachycarpeae	Coryphoideae	0	0	1	0	0	1	1	2	understorey	40			1	0.85	0.8	0.9	0.85	0.8	0.9	small		pink or cherry red in young and dark red or dark brown when mature	"red; brown"	conspicuous
Lanonia hainanensis	Lanonia	hainanensis	Trachycarpeae	Coryphoideae	0	0	1	0	0	1	4	3	understorey	15			1.6	0.8	0.7	0.9	0.8	0.7	0.9	small		orange or red at maturity	"orange; red"	conspicuous
Lanonia hexasepala	Lanonia	hexasepala	Trachycarpeae	Coryphoideae	0	0	1	2	0	1	2	2	understorey	6			0.47	0.65	0.6	0.7	0.65	0.6	0.7	small				
Lanonia magalonii	Lanonia	magalonii	Trachycarpeae	Coryphoideae	0	2	2	2	0	1	1.5	2.5	understorey	12			0.56	0.85	0.8	0.9	0.75	0.7	0.8	small				
Latania loddigesii	Latania	loddigesii	Borasseae	Coryphoideae	0	0	1	1	0	1	15	30	canopy		3			7	6.5	7.5	2.4	2.3	2.5	large	ovoid	greenish brown	brown	cryptic
Latania lontaroides	Latania	lontaroides	Borasseae	Coryphoideae	0	0	1	1	0	1	12	25	canopy	16	5	5		4.5			4.5	4	5	large	ovoid	dark green	green	cryptic
Latania verschaffeltii	Latania	verschaffeltii	Borasseae	Coryphoideae	0	0	1	1	0		12	25	canopy		3			4.25	3.5	5	3.15	2.8	3.5	large		brownish green	green	cryptic
Lemurophoenix halleuxii	Lemurophoenix	halleuxii	Areceae	Arecoideae	0	0	1	1	0	0	20	100	canopy		4.5	4.25	0.28	5			5			large		chestnut-brown	brown	cryptic
Leopoldinia piassaba	Leopoldinia	piassaba	Leopoldinieae	Arecoideae	0	0	1	1	0	0	10	15	canopy	16	4.8	3.3	1.55	3.798333334	3.55	4.42	3.34	3	3.68	small	ovoid	orange-brown to purplish-brown	brown	cryptic
Leopoldinia pulchra	Leopoldinia	pulchra	Leopoldinieae	Arecoideae	0	0	1	2	0	0	7	10	canopy	25	2.13	1.5	0.68	2.84	2.04	4.06	2.72	1.81	3.62	small		reddish brown or purple	"brown; purple"	cryptic
Lepidocaryum tenue	Lepidocaryum	tenue	Lepidocaryeae	Calamoideae	0	0	1	0	0	0	4	3	understorey	20	1.17	1.7	2.1	2.25	1.5	3	1.5	1	2	small	globose	reddish brown red or orange-red	"brown; red; orange"	conspicuous
Lepidorrhachis mooreana	Lepidorrhachis	mooreana	Areceae	Arecoideae	0	0	1	1	0	0	2	20	understorey	10	2.04	1.2	0.96	1.2			1.1	1	1.2	small	ovoid	red	red	conspicuous
Leucothrinax morrisii	Leucothrinax	morrisii	Cryosophileae	Coryphoideae	0	0	1	1	0	0	11	35	canopy	15	2.54	1.14	1.45	0.7			0.5			small		white to yellowish	white	cryptic
Licuala acuminata	Licuala	acuminata	Trachycarpeae	Coryphoideae	0	0	1	1	0	0	1.8	3	understorey		1.4										ovoid	red	red	conspicuous
Licuala acutifida	Licuala	acutifida	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	2	3	understorey		0.9			0.65			0.6			small	globose			
Licuala adscendens	Licuala	adscendens	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	2.5	3	understorey				1.2	1						small				
Licuala ahlidurii	Licuala	ahlidurii	Trachycarpeae	Coryphoideae	0	1	0	0	0	1	0.5	4.2	understorey	10	1.6	2.6	2.2	2			11			small	ovoid	red	red	conspicuous
Licuala angustiloba	Licuala	angustiloba	Trachycarpeae	Coryphoideae	0	0	1	1	0		1.5		understorey	14	0.93													
Licuala anomala	Licuala	anomala	Trachycarpeae	Coryphoideae	0	0	1	1	0																			
Licuala aruensis	Licuala	aruensis	Trachycarpeae	Coryphoideae	0	0	1		0																ovoid			
Licuala atrovirens	Licuala	atrovirens	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	1.5		understorey				0.4											
Licuala atroviridis	Licuala	atroviridis	Trachycarpeae	Coryphoideae	0	2	2	1	0	0	0.3	14	understorey	23	2.17		1.4											
Licuala averyanovii	Licuala	averyanovii	Trachycarpeae	Coryphoideae	0	0	1		0		2		understorey					1			0.7			small	ovoid			
Licuala bachmaensis	Licuala	bachmaensis	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	1.5	20	understorey	20	3.4		2.1	1			0.5			small	globose	red	red	conspicuous
Licuala bacularia	Licuala	bacularia	Trachycarpeae	Coryphoideae	0	0	1	1	0		2	2.5	understorey	15				1			0.85			small		orange	orange	conspicuous
Licuala bayana	Licuala	bayana	Trachycarpeae	Coryphoideae	0	1	0	0	0	1	0		understorey	8				2.5			2.2			small	globose	dark purple to black	"purple; black"	cryptic
Licuala beccariana	Licuala	beccariana	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	3	6	understorey	32	1.5		1.55	2.15			1.8			small	globose			
Licuala bellatula	Licuala	bellatula	Trachycarpeae	Coryphoideae	0	0	1	1	0	0	1.5	3	understorey	8	1.2		0.92	1.1			0.8			small	globose	red	red	conspicuous
Licuala bidentata	Licuala	bidentata	Trachycarpeae	Coryphoideae	0	2	2	1	0	1	2	5	understorey	9	1		1.6	1.2			1			small	globose	red	red	conspicuous
Licuala bidoupensis	Licuala	bidoupensis	Trachycarpeae	Coryphoideae	0	0	1	0	0	0	2.5	4.5	understorey	21	1.14		1.32	1			0.5			small	ovoid	red	red	conspicuous
Licuala bifida	Licuala	bifida	Trachycarpeae	Coryphoideae	0	0	1	1	0		2	3	understorey	18	1.12	0.4	0.77	0.85	0.7	1				small	ovoid			
Licuala bintulensis	Licuala	bintulensis	Trachycarpeae	Coryphoideae	0	2	2	1	0	1	1.5	2.5	understorey		1.2		2.2	1			0.8			small	globose	"red-orange; corky warty"	"red; orange"	conspicuous
Licuala bissula	Licuala	bissula	Trachycarpeae	Coryphoideae	0	0	1		0																ovoid			
Licuala borneensis	Licuala	borneensis	Trachycarpeae	Coryphoideae	0	2	2	1	0	1	1	2.3	understorey	12	1.2		1	0.8			0.4			small	ellipsoid	pink	pink	conspicuous
Licuala bracteata	Licuala	bracteata	Trachycarpeae	Coryphoideae	0	0	1	0	0	1	4	5	understorey	11	1.5		2.6	0.8			0.6			small	ovoid	red	red	conspicuous
Licuala brevicalyx	Licuala	brevicalyx	Trachycarpeae	Coryphoideae	0	0	1	1	0		7		canopy					0.75			0.75	0.7	0.8	small	globose	yellow green?	green	cryptic
Licuala bruneiana	Licuala	bruneiana	Trachycarpeae	Coryphoideae	0	1	1	1	0	1	0		understorey				3	1.5			0.7			small		"warty;grey-green"	"grey; green"	cryptic
Licuala burretii	Licuala	burretii	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	1.8		understorey		0.9		1.22	0.6			0.6			small	globose	red	red	conspicuous
Licuala cabalionii	Licuala	cabalionii	Trachycarpeae	Coryphoideae	0	0	1	1	0		5	8	understorey	12	1.5	1	2.75	1			1			small	ovoid			
Licuala cameronensis	Licuala	cameronensis	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	0.7	2.5	understorey	21	0.86	0.3	0.61	0.8			0.7			small	globose	green ripening orange	orange	conspicuous
Licuala campestris	Licuala	campestris	Trachycarpeae	Coryphoideae	0	0	1	0	0	1	3	2	understorey		1		1	1			0.6			small	globose	greenish	green	cryptic
Licuala cattienensis	Licuala	cattienensis	Trachycarpeae	Coryphoideae	0	0	1	1	0	0	2	4	understorey	18	1.16		1.41	0.8			0.6			small	elongate	red	red	conspicuous
Licuala celebica	Licuala	celebica	Trachycarpeae	Coryphoideae	0	0	1	0	0	1	2		understorey		1.1		1.55	0.9			0.6			small				
Licuala chaiana	Licuala	chaiana	Trachycarpeae	Coryphoideae	0	1	0	1	0	1	0		understorey				1	1.2						small	globose			
Licuala collina	Licuala	collina	Trachycarpeae	Coryphoideae	0	1	0	2	0	1	0		understorey		0.3		0.6	1.75	1.5	2	0.7			small	ovoid	"orange; red"	"orange; red"	conspicuous
Licuala concinna	Licuala	concinna	Trachycarpeae	Coryphoideae	0	0	1	1	0		3	2	understorey	25	1.3	3		0.45	0.4	0.5	0.6			small	globose			
Licuala cordata	Licuala	cordata	Trachycarpeae	Coryphoideae	0	2	2	2	0	1	0.7	1	understorey	18	1.12		1.62	1			1			small	ellipsoid			
Licuala corneri	Licuala	corneri	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	4	2.5	understorey	25	1.35		0.85	0.8			0.5			small	ovoid	young brownish green		
Licuala crassiflora	Licuala	crassiflora	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	7	8	canopy	22	1.26			4	3.5	4.5	2.3	2	2.5	large	ovoid			
Licuala dakrongensis	Licuala	dakrongensis	Trachycarpeae	Coryphoideae	0	0	1	2	0	1	4	8	canopy	21	1.4	0.5	2.5	1.1			0.5			small	ellipsoid			
Licuala debilis	Licuala	debilis	Trachycarpeae	Coryphoideae	0	1	0	1	0		0	3	understorey															
Licuala densiflora	Licuala	densiflora	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	0.3	3	understorey		0.6			1.45			0.7	0.6	0.8	small	elongate	white red	white	cryptic
Licuala distans	Licuala	distans	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	8	10	canopy	13	1.4		2.35	1.6	1.5	1.7	1.1	1	1.2	small	elongate	"pink; red"	"pink; red"	conspicuous
Licuala egregia	Licuala	egregia	Trachycarpeae	Coryphoideae	0	1	0	1	0		0	0	understorey	15											ovoid			
Licuala elegans	Licuala	elegans	Trachycarpeae	Coryphoideae	0	0	1		0																ovoid			
Licuala ellipsoidalis	Licuala	ellipsoidalis	Trachycarpeae	Coryphoideae	0	0	1		0									1.5			0.6			small				
Licuala elliptica	Licuala	elliptica	Trachycarpeae	Coryphoideae	0	0	1	1	0	0	1	2.5	understorey		0.4		0.76	1			0.5			small	ellipsoid	dark orange	orange	conspicuous
Licuala exigua	Licuala	exigua	Trachycarpeae	Coryphoideae	0	1	0	1	0	1	0	2.5	understorey	9	0.5		0.3											
Licuala ferruginea	Licuala	ferruginea	Trachycarpeae	Coryphoideae	0	1	0	2	0	1	2		understorey	28	1.23		3.05	1.6	1.5	1.7	1.3	1.2	1.5	small	globose	pink?	pink	conspicuous
Licuala ferruginoides	Licuala	ferruginoides	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	0.6		understorey		0.9		1.25	1			1			small	ovoid			
Licuala flammula	Licuala	flammula	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	2		understorey	24	0.9		1.6	1			0.8			small	ellipsoid	white	white	cryptic
Licuala flavida	Licuala	flavida	Trachycarpeae	Coryphoideae	0	0	1	1	0																ovoid			
Licuala flexuosa	Licuala	flexuosa	Trachycarpeae	Coryphoideae	0	1	0	1	0	1	0	3	understorey		1.1		0.92	1			1			small		red	red	conspicuous
Licuala fordiana	Licuala	fordiana	Trachycarpeae	Coryphoideae	0	0	1	0	0	0	3		understorey		1	1	0.95	0.8			0.8			small		red	red	conspicuous
Licuala fractiflexa	Licuala	fractiflexa	Trachycarpeae	Coryphoideae	0	1	0	1	0	1	0.5	10	understorey	28	1.34		2.75	1.15	1.1	1.2	1.05	1	1.1	small	globose	red	red	conspicuous
Licuala gjellerupii	Licuala	gjellerupii	Trachycarpeae	Coryphoideae	0	0	1		0																			
Licuala glaberrima	Licuala	glaberrima	Trachycarpeae	Coryphoideae	0	2	2		0	0					1.2		0.85								ovoid			
Licuala glabra	Licuala	glabra	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	2.5	7	understorey	28	1.24		0.75	1.25	1	1.5	0.8	0.6	1	small	ovoid	orange	orange	conspicuous
Licuala graminifolia	Licuala	graminifolia	Trachycarpeae	Coryphoideae	0	2	2	1	0	0	1	1.5	understorey	9	0.9			0.9			0.9	0.8	1	small	elongate			
Licuala grandiflora	Licuala	grandiflora	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	1.5	5	understorey	25	1.3			1.9	1.8	2	1.5			small	ovoid	brown blackish to red	red	conspicuous
Licuala grandis	Licuala	grandis	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	3	8	understorey	20	1.2		0.92	1.5			1			small		green to yellow	"green; yellow"	conspicuous
Licuala hallieriana	Licuala	hallieriana	Trachycarpeae	Coryphoideae	0	2	2	1	0	0	0.5	1.7	understorey	13	0.3		0.8								ovoid			
Licuala insignis	Licuala	insignis	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	8	8	canopy		1.1		2.1	2.65			1.8			small		brown reddish brown maturing red	red	conspicuous
Licuala intermedia	Licuala	intermedia	Trachycarpeae	Coryphoideae	0	0	1	0	0	1	1		understorey		0.4		0.95	0.7			0.7			small	globose	green?		
Licuala kamarudinii	Licuala	kamarudinii	Trachycarpeae	Coryphoideae	0	1	0	1	0	1	0	2.5	understorey	12	1.05		1	0.75			0.7			small	globose	green ripening orange	orange	conspicuous
Licuala kemamanensis	Licuala	kemamanensis	Trachycarpeae	Coryphoideae	0	1	0	1	0	1	0	0	understorey	11	1.4		0.91	1	0.9	1.1	0.8			small	globose	pink?	pink	conspicuous
Licuala khoonmengii	Licuala	khoonmengii	Trachycarpeae	Coryphoideae	0	1	0	1	0	1	0	2	understorey	18	1.43		1.02	1			0.8			small	globose	orange	orange	conspicuous
Licuala kiahii	Licuala	kiahii	Trachycarpeae	Coryphoideae	0	1	0	1	0	1	0	2.2	understorey	10	1.1		0.95	2.5			0.45	0.4	0.5	small	ovoid			
Licuala kingiana	Licuala	kingiana	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	1	1.6	understorey		1.1		1								globose			
Licuala klossii	Licuala	klossii	Trachycarpeae	Coryphoideae	0	0	1	1	0									0.5			0.5			small	ovoid			
Licuala kuchingensis	Licuala	kuchingensis	Trachycarpeae	Coryphoideae	0	0	1	2	0	1	1.5		understorey		0.5		1.11	2.2	2	2.5	1			small	ovoid			
Licuala kunstleri	Licuala	kunstleri	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	1.5	8	understorey	25	1.4		2.35	1.05	0.9	1.4	1.2			small	globose	orange-red	"orange; red"	conspicuous
Licuala lambii	Licuala	lambii	Trachycarpeae	Coryphoideae	0	1	0	1	0	1	0		understorey		0.4		0.4	1			0.85	0.8	0.9	small	globose	deep orange	orange	conspicuous
Licuala lanata	Licuala	lanata	Trachycarpeae	Coryphoideae	0	1	0	0	0	1	0	0	understorey	18	1.1		1.9									glaucous blue	blue	cryptic
Licuala lanuginosa	Licuala	lanuginosa	Trachycarpeae	Coryphoideae	0	1	0	0	0		0	3	understorey	12			2.5	1.5			1.5			small	globose	"green; immature"		
Licuala lauterbachii	Licuala	lauterbachii	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	7	8	canopy	35	1.47		2.85	1.1			1			small	globose	orange	orange	conspicuous
Licuala leopoldii	Licuala	leopoldii	Trachycarpeae	Coryphoideae	0	1	0	1	0	1	0	2	understorey	11	0.6		0.57											
Licuala leprosa	Licuala	leprosa	Trachycarpeae	Coryphoideae	0	0	1	1	0		1.5		understorey	14				1			1			small	ovoid			
Licuala leptocalyx	Licuala	leptocalyx	Trachycarpeae	Coryphoideae	0	0	1		0																			
Licuala leucocarpa	Licuala	leucocarpa	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	2		understorey		0.32		0.38								ellipsoid	young fruits white		
Licuala linearis	Licuala	linearis	Trachycarpeae	Coryphoideae	0	0	1	1	0		3.6	6	understorey	13	1			0.9			0.9			small	ovoid			
Licuala longicalycata	Licuala	longicalycata	Trachycarpeae	Coryphoideae	0	0	1	0	0	1	3	4	understorey	20	1.3	1	1.55	1.4			1			small	ovoid	red	red	conspicuous
Licuala longiflora	Licuala	longiflora	Trachycarpeae	Coryphoideae	0	0	1	1	0	0	3	4	understorey															
Licuala longipes	Licuala	longipes	Trachycarpeae	Coryphoideae	0	0	1	2	0	1	1	8	understorey	24	1.1		3	0.7			0.6			small	ovoid	orange to red	"orange; red"	conspicuous
Licuala longispadix	Licuala	longispadix	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	4	14	understorey	15	1.2	4.2		2.25	2	2.5	1.3	1	1.5	small				
Licuala macrantha	Licuala	macrantha	Trachycarpeae	Coryphoideae	0	0	1		0																			
Licuala maculata	Licuala	maculata	Trachycarpeae	Coryphoideae	0	2	2	1	0	1		16	understorey	12	0.8		1.5	2.7	2.5	3	0.6	0.5	0.7	small	fusiform	orange	orange	conspicuous
Licuala magna	Licuala	magna	Trachycarpeae	Coryphoideae	0	0	1	1	0		20	9	canopy	30	1.15			1			1			small	ovoid			
Licuala malajana	Licuala	malajana	Trachycarpeae	Coryphoideae	0	0	1	2	0	1	3	7	understorey	25	1.21		2.2	1			1			small	ovoid	orange	orange	conspicuous
Licuala manglaensis	Licuala	manglaensis	Trachycarpeae	Coryphoideae	0	0	1		0	0	1		understorey					0.8			0.8			small	globose			
Licuala mattanensis	Licuala	mattanensis	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	1	2.7	understorey	20			1.1	2.7	2.5	3	0.4			small	fusiform	"orange; dull brown; reddish brown"	"orange; brown"	conspicuous
Licuala meijeri	Licuala	meijeri	Trachycarpeae	Coryphoideae	0	1	0		0	1			understorey				1	0.7			0.5			small	globose	green to white?	"green; white"	cryptic
Licuala merguensis	Licuala	merguensis	Trachycarpeae	Coryphoideae	0	0	1	2	0	1	3	8	understorey	30	1.2		1.9	1			1			small		red	red	conspicuous
Licuala micholitzii	Licuala	micholitzii	Trachycarpeae	Coryphoideae	0	2	2	0	0	1	2		understorey		1.35			0.9			0.5			small	ovoid			
Licuala micrantha	Licuala	micrantha	Trachycarpeae	Coryphoideae	0	1	0	1	0		0		understorey					1.2			0.8			small				
Licuala mirabilis	Licuala	mirabilis	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	5	4	understorey	20	1.2		1	1.2			0.8			small	globose	red	red	conspicuous
Licuala miriensis	Licuala	miriensis	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	1.5		understorey		0.5		1.04	0.9			0.5			small	globose	green?		
Licuala modesta	Licuala	modesta	Trachycarpeae	Coryphoideae	0	0	1	0	0	0	3	3	understorey	34	1.26		1.41	1			1			small	globose	reddish	red	conspicuous
Licuala montana	Licuala	montana	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	4		understorey		0.98			1			1			small	globose	orange-red	"orange; red"	conspicuous
Licuala moszkowskiana	Licuala	moszkowskiana	Trachycarpeae	Coryphoideae	0	0	1	1	0		19		canopy												elongate			
Licuala moyseyi	Licuala	moyseyi	Trachycarpeae	Coryphoideae	0	1	0	1	0	0	0		understorey		1.4			1.2			0.6			small	ovoid	scarlet	red	conspicuous
Licuala mukahensis	Licuala	mukahensis	Trachycarpeae	Coryphoideae	0	1	0	1	0		0		understorey				1	0.9			0.9			small	globose			
Licuala mustapana	Licuala	mustapana	Trachycarpeae	Coryphoideae	0	0	1	1	0	0	1.5		understorey	20	1.2		1.3	1			0.9			small	globose	"pale green tinged orange; young"		
Licuala nana	Licuala	nana	Trachycarpeae	Coryphoideae	0	2	2		0																			
Licuala naumoniensis	Licuala	naumoniensis	Trachycarpeae	Coryphoideae	0	0	1	1	0						1.2													
Licuala nauroannii	Licuala	naumannii	Trachycarpeae	Coryphoideae	0	0	1		0																			
